sourceA,idA,sourceB,idB,overlap,similarity
zeri,69937,zeri,69934,92.24,23.50
zeri,69937,zeri,69936,82.81,20.00
zeri,69937,zeri,69957,42.44,17.30
zeri,69937,zeri,69951,51.51,12.50
zeri,69937,zeri,69953,44.28,11.00
zeri,69937,zeri,69959,82.75,10.20
zeri,69937,zeri,69955,36.72,8.24
zeri,69936,zeri,69983,96.20,37.30
zeri,69936,zeri,69935,100.00,36.50
zeri,69936,zeri,69938,91.74,34.90
zeri,69936,zeri,69934,98.35,24.30
zeri,69936,zeri,69959,88.77,23.90
zeri,69936,zeri,69937,100.00,19.60
zeri,69936,zeri,69953,49.29,19.60
zeri,69936,zeri,69952,46.14,16.50
zeri,69936,zeri,69951,61.74,14.90
zeri,69936,zeri,69957,59.54,14.90
zeri,69936,zeri,69955,43.98,14.10
zeri,69936,zeri,69940,34.46,11.40
zeri,69936,zeri,69941,47.62,10.60
zeri,69936,zeri,69954,34.65,10.20
zeri,69936,zeri,69939,67.29,7.45
zeri,69935,zeri,69983,87.90,48.60
zeri,69935,zeri,69938,84.96,42.40
zeri,69935,zeri,69936,84.61,38.80
zeri,69935,zeri,69934,89.85,33.30
zeri,69935,zeri,69937,98.74,27.50
zeri,69935,zeri,69959,80.64,22.70
zeri,69935,zeri,69953,46.03,22.40
zeri,69935,zeri,69957,45.61,14.10
zeri,69935,zeri,69940,34.80,13.70
zeri,69935,zeri,69955,39.48,11.80
zeri,69935,zeri,69951,51.26,8.63
zeri,69935,zeri,69941,37.89,8.24
zeri,69935,zeri,69952,39.34,7.84
zeri,69938,zeri,69983,98.97,48.80
zeri,69938,zeri,69935,80.17,38.60
zeri,69938,zeri,69936,70.19,33.90
zeri,69938,zeri,69934,100.00,29.90
zeri,69938,zeri,69937,86.52,26.00
zeri,69938,zeri,69959,74.05,20.50
zeri,69938,zeri,69953,38.83,14.20
zeri,69938,zeri,69957,42.01,14.20
zeri,69938,zeri,69955,38.11,13.40
zeri,69938,zeri,69940,33.93,11.40
zeri,69938,zeri,69951,48.25,11.40
zeri,69940,zeri,69941,57.45,25.10
zeri,69940,zeri,69944,65.11,21.60
zeri,69940,zeri,69957,53.23,20.40
zeri,69940,zeri,69953,70.66,18.40
zeri,69940,zeri,69945,58.49,16.50
zeri,69940,zeri,69946,48.11,13.30
zeri,69940,zeri,69955,57.67,13.30
zeri,69940,zeri,69935,93.85,12.90
zeri,69940,zeri,69936,81.44,12.20
zeri,69940,zeri,69942,49.56,11.80
zeri,69940,zeri,69947,47.62,10.20
zeri,69940,zeri,69948,32.76,9.80
zeri,69940,zeri,69938,100.00,9.41
zeri,69940,zeri,69983,100.00,9.41
zeri,69940,zeri,69951,55.10,5.88
zeri,69939,zeri,69955,57.53,6.67
zeri,69939,zeri,69936,78.80,6.27
zeri,69939,zeri,69951,86.07,6.27
zeri,69939,zeri,69935,98.68,5.49
zeri,69939,zeri,69938,87.90,5.10
zeri,69939,zeri,69953,67.29,3.92
zeri,69941,zeri,69957,91.03,38.80
zeri,69941,zeri,69940,60.88,22.70
zeri,69941,zeri,69953,82.54,18.40
zeri,69941,zeri,69955,61.56,18.00
zeri,69941,zeri,69944,42.33,13.70
zeri,69941,zeri,69954,40.42,11.40
zeri,69941,zeri,69936,100.00,11.00
zeri,69941,zeri,69951,68.32,11.00
zeri,69941,zeri,69952,46.83,9.41
zeri,69941,zeri,69956,52.96,9.41
zeri,69941,zeri,69948,35.49,7.06
zeri,69941,zeri,69939,88.86,5.49
zeri,69943,zeri,69942,59.09,20.60
zeri,69942,zeri,69945,74.60,29.40
zeri,69942,zeri,69947,57.57,20.40
zeri,69942,zeri,69956,52.21,19.60
zeri,69942,zeri,69943,56.12,18.80
zeri,69942,zeri,69946,54.32,12.90
zeri,69942,zeri,69944,76.95,11.80
zeri,69942,zeri,69940,100.00,11.40
zeri,69945,zeri,69944,100.00,45.90
zeri,69945,zeri,69946,80.42,45.10
zeri,69945,zeri,69947,80.00,43.10
zeri,69945,zeri,69942,66.35,28.60
zeri,69945,zeri,69956,55.11,25.10
zeri,69945,zeri,69940,100.00,20.00
zeri,69945,zeri,69948,52.61,14.50
zeri,69945,zeri,69955,77.24,12.20
zeri,69945,zeri,69950,23.36,11.40
zeri,69945,zeri,69953,96.19,9.41
zeri,69944,zeri,69945,98.66,45.10
zeri,69944,zeri,69946,82.39,31.00
zeri,69944,zeri,69947,82.58,23.10
zeri,69944,zeri,69940,98.92,20.40
zeri,69944,zeri,69948,51.92,20.40
zeri,69944,zeri,69942,64.79,14.50
zeri,69944,zeri,69956,56.96,14.10
zeri,69944,zeri,69941,64.16,12.90
zeri,69944,zeri,69953,99.92,10.60
zeri,69944,zeri,69955,79.05,9.41
zeri,69944,zeri,69957,64.22,9.41
zeri,69946,zeri,69945,84.77,46.30
zeri,69946,zeri,69944,88.86,28.60
zeri,69946,zeri,69947,86.95,27.80
zeri,69946,zeri,69948,68.32,23.10
zeri,69946,zeri,69956,58.38,22.70
zeri,69946,zeri,69942,50.44,17.30
zeri,69946,zeri,69955,93.11,14.90
zeri,69946,zeri,69950,34.07,14.50
zeri,69946,zeri,69958,32.24,13.30
zeri,69946,zeri,69940,84.46,12.90
zeri,69946,zeri,69953,86.70,10.20
zeri,69946,zeri,69957,80.81,9.41
zeri,69949,zeri,69950,63.42,29.90
zeri,69949,zeri,69952,58.18,9.14
zeri,69949,zeri,69955,81.76,9.14
zeri,69948,zeri,69946,63.58,24.30
zeri,69948,zeri,69944,50.43,20.00
zeri,69948,zeri,69957,78.89,14.90
zeri,69948,zeri,69945,48.39,13.70
zeri,69948,zeri,69950,57.73,12.90
zeri,69948,zeri,69955,98.42,12.90
zeri,69948,zeri,69940,51.07,10.60
zeri,69948,zeri,69947,49.09,9.02
zeri,69948,zeri,69952,55.21,9.02
zeri,69948,zeri,69941,54.50,8.63
zeri,69948,zeri,69949,55.18,8.24
zeri,69948,zeri,69951,96.38,8.24
zeri,69947,zeri,69945,87.61,43.10
zeri,69947,zeri,69946,92.07,29.00
zeri,69947,zeri,69944,93.12,21.60
zeri,69947,zeri,69956,53.67,21.20
zeri,69947,zeri,69942,54.88,20.80
zeri,69947,zeri,69950,36.82,17.60
zeri,69947,zeri,69955,92.87,15.30
zeri,69947,zeri,69958,35.27,12.50
zeri,69947,zeri,69940,89.18,11.00
zeri,69947,zeri,69948,69.55,9.02
zeri,69947,zeri,69949,26.08,7.06
zeri,69947,zeri,69953,91.74,5.49
zeri,69950,zeri,69949,69.52,23.90
zeri,69950,zeri,69958,61.16,22.00
zeri,69950,zeri,69947,39.24,18.40
zeri,69950,zeri,69946,45.70,12.90
zeri,69950,zeri,69948,92.82,11.40
zeri,69950,zeri,69945,31.07,8.24
zeri,69950,zeri,69955,85.73,8.24
zeri,69951,zeri,69957,59.69,15.70
zeri,69951,zeri,69953,63.55,14.50
zeri,69951,zeri,69936,81.59,14.10
zeri,69951,zeri,69937,99.52,13.30
zeri,69951,zeri,69955,51.79,10.20
zeri,69951,zeri,69938,91.67,9.02
zeri,69951,zeri,69934,100.00,8.63
zeri,69951,zeri,69948,36.93,8.63
zeri,69951,zeri,69952,61.89,8.63
zeri,69951,zeri,69935,95.59,7.84
zeri,69951,zeri,69983,95.76,7.06
zeri,69951,zeri,69939,77.28,6.67
zeri,69952,zeri,69936,100.00,16.90
zeri,69952,zeri,69954,47.17,11.40
zeri,69952,zeri,69955,64.05,10.60
zeri,69952,zeri,69959,100.00,9.80
zeri,69952,zeri,69983,94.60,9.02
zeri,69952,zeri,69948,44.91,8.63
zeri,69952,zeri,69957,82.24,8.63
zeri,69952,zeri,69941,58.60,8.24
zeri,69952,zeri,69935,100.00,7.84
zeri,69952,zeri,69938,95.29,7.45
zeri,69952,zeri,69949,33.66,7.45
zeri,69952,zeri,69934,100.00,6.67
zeri,69952,zeri,69953,49.56,6.67
zeri,69952,zeri,69951,100.00,5.88
zeri,69953,zeri,69941,58.09,22.00
zeri,69953,zeri,69957,60.12,20.80
zeri,69953,zeri,69935,98.16,18.80
zeri,69953,zeri,69955,51.25,17.30
zeri,69953,zeri,69934,97.99,16.90
zeri,69953,zeri,69936,90.11,16.90
zeri,69953,zeri,69940,55.70,16.50
zeri,69953,zeri,69983,94.04,16.10
zeri,69953,zeri,69956,46.85,15.70
zeri,69953,zeri,69938,90.05,15.30
zeri,69953,zeri,69951,69.74,15.30
zeri,69953,zeri,69954,44.72,11.40
zeri,69953,zeri,69937,100.00,11.00
zeri,69953,zeri,69946,38.63,10.60
zeri,69953,zeri,69944,47.97,9.80
zeri,69953,zeri,69945,45.51,8.63
zeri,69953,zeri,69939,97.36,5.88
zeri,69953,zeri,69952,39.86,5.10
zeri,69953,zeri,69947,38.48,4.71
zeri,69954,zeri,69956,34.53,14.50
zeri,69954,zeri,69953,75.66,12.20
zeri,69954,zeri,69952,60.77,11.80
zeri,69954,zeri,69936,100.00,11.40
zeri,69954,zeri,69951,77.72,6.27
zeri,69956,zeri,69945,60.35,27.50
zeri,69956,zeri,69947,56.24,22.70
zeri,69956,zeri,69946,61.16,18.40
zeri,69956,zeri,69942,51.60,16.90
zeri,69956,zeri,69953,100.00,14.50
zeri,69956,zeri,69944,62.37,13.70
zeri,69956,zeri,69954,38.64,12.20
zeri,69956,zeri,69955,74.65,10.60
zeri,69956,zeri,69941,82.26,9.80
zeri,69957,zeri,69941,76.82,38.40
zeri,69957,zeri,69940,46.43,21.20
zeri,69957,zeri,69953,68.05,18.80
zeri,69957,zeri,69951,78.19,17.30
zeri,69957,zeri,69937,100.00,16.10
zeri,69957,zeri,69955,64.66,15.70
zeri,69957,zeri,69948,40.59,15.30
zeri,69957,zeri,69935,100.00,14.90
zeri,69957,zeri,69983,100.00,14.10
zeri,69957,zeri,69936,100.00,13.30
zeri,69957,zeri,69938,100.00,13.30
zeri,69957,zeri,69944,35.35,11.00
zeri,69957,zeri,69946,40.36,9.80
zeri,69957,zeri,69934,100.00,9.02
zeri,69957,zeri,69952,58.12,8.63
zeri,69955,zeri,69953,56.84,19.20
zeri,69955,zeri,69957,77.25,17.60
zeri,69955,zeri,69947,40.62,17.30
zeri,69955,zeri,69946,47.17,16.90
zeri,69955,zeri,69941,56.83,15.70
zeri,69955,zeri,69936,88.63,14.90
zeri,69955,zeri,69945,38.41,14.90
zeri,69955,zeri,69938,100.00,14.10
zeri,69955,zeri,69948,62.59,12.90
zeri,69955,zeri,69935,100.00,12.50
zeri,69955,zeri,69940,49.25,12.50
zeri,69955,zeri,69983,100.00,12.50
zeri,69955,zeri,69951,84.87,12.20
zeri,69955,zeri,69944,41.89,11.00
zeri,69955,zeri,69952,56.49,10.60
zeri,69955,zeri,69956,34.83,10.20
zeri,69955,zeri,69950,35.36,9.80
zeri,69955,zeri,69939,78.80,6.67
zeri,69958,zeri,69950,96.49,19.80
zeri,69958,zeri,69946,73.98,15.00
zeri,69958,zeri,69947,64.17,14.20
zeri,69958,zeri,69945,50.95,11.90
zeri,69958,zeri,69948,100.00,10.70
zeri,69960,zeri,69961,98.32,61.60
zeri,69959,zeri,69935,96.31,22.00
zeri,69959,zeri,69983,99.08,22.00
zeri,69959,zeri,69938,95.03,20.40
zeri,69959,zeri,69936,89.20,19.20
zeri,69959,zeri,69934,100.00,17.60
zeri,69959,zeri,69937,98.33,9.41
zeri,69959,zeri,69952,46.83,9.41
zeri,69959,zeri,69951,62.94,5.49
zeri,69959,zeri,69939,67.34,4.31
zeri,69961,zeri,69960,100.00,64.30
zeri,69964,zeri,69965,83.66,18.90
zeri,69965,zeri,69964,100.00,17.60
zeri,69969,zeri,69971,98.46,47.10
zeri,69969,zeri,69970,97.58,42.70
zeri,69969,zeri,69973,100.00,30.60
zeri,69970,zeri,69971,98.99,40.00
zeri,69970,zeri,69969,100.00,38.00
zeri,69970,zeri,69973,100.00,20.00
zeri,69971,zeri,69969,100.00,47.80
zeri,69971,zeri,69970,96.73,39.20
zeri,69971,zeri,69973,100.00,34.90
zeri,69973,zeri,69971,91.76,33.30
zeri,69973,zeri,69969,93.51,29.40
zeri,69973,zeri,69970,89.98,20.00
zeri,69974,zeri,69975,99.45,61.80
zeri,69974,zeri,69976,26.17,11.80
zeri,69976,zeri,69977,98.68,55.30
zeri,69976,zeri,69975,100.00,10.20
zeri,69975,zeri,69974,98.17,60.00
zeri,69975,zeri,69977,25.71,12.90
zeri,69975,zeri,69976,25.96,11.40
zeri,69977,zeri,69976,98.13,55.30
zeri,69977,zeri,69975,100.00,15.30
zeri,69977,zeri,69974,100.00,9.02
zeri,69983,zeri,69938,100.00,53.70
zeri,69983,zeri,69935,84.76,48.20
zeri,69983,zeri,69936,76.45,36.10
zeri,69983,zeri,69934,98.69,32.90
zeri,69983,zeri,69937,90.77,25.50
zeri,69983,zeri,69959,81.60,25.10
zeri,69983,zeri,69957,47.18,16.90
zeri,69983,zeri,69953,43.29,15.70
zeri,69983,zeri,69955,43.03,11.40
zeri,69983,zeri,69940,39.15,11.00
zeri,69983,zeri,69951,55.43,10.20
zeri,69983,zeri,69952,32.08,10.20
zeri,69983,zeri,69939,62.58,5.10
zeri,69986,zeri,69987,91.37,20.40
zeri,69987,zeri,69986,100.00,22.00
zeri,69989,zeri,69990,94.42,41.20
zeri,69990,zeri,69989,100.00,41.20
zeri,69992,zeri,69994,98.78,57.60
zeri,69992,zeri,69993,98.35,46.70
zeri,69993,zeri,69992,99.93,45.50
zeri,69993,zeri,69994,99.78,44.70
zeri,69994,zeri,69992,99.58,55.70
zeri,69994,zeri,69993,98.80,47.10
zeri,70007,zeri,70010,100.00,44.50
zeri,70007,frick,9143a,88.83,16.90
zeri,70008,frick,9143,86.08,46.70
zeri,70008,zeri,70011,100.00,36.50
zeri,70010,zeri,70007,88.80,44.30
zeri,70010,frick,9143a,80.84,17.80
zeri,70009,zeri,70012,100.00,37.20
zeri,70009,frick,9143a,91.31,15.40
zeri,70012,zeri,70009,89.94,38.70
zeri,70012,frick,9143a,86.04,15.80
zeri,70011,zeri,70008,85.00,38.30
zeri,70011,frick,9143,72.83,35.20
zeri,70014,zeri,70013,100.00,62.70
zeri,70013,zeri,70014,100.00,60.60
zeri,70016,zeri,70017,98.99,65.90
zeri,70016,zeri,70015,100.00,33.30
zeri,70016,zeri,70020i,100.00,15.70
zeri,70015,zeri,70016,92.16,36.50
zeri,70015,zeri,70017,98.03,36.50
zeri,70015,zeri,70020i,99.79,17.60
zeri,70017,zeri,70016,96.72,64.60
zeri,70017,zeri,70015,98.67,31.10
zeri,70017,zeri,70020i,98.33,13.40
zeri,70018,zeri,70019,99.94,76.90
zeri,70018,zeri,70021,95.78,68.20
zeri,70020,zeri,70020i,100.00,14.90
zeri,70019,zeri,70018,99.52,76.50
zeri,70019,zeri,70021,95.68,60.00
zeri,70020i,zeri,70016,82.06,14.90
zeri,70020i,zeri,70015,89.32,13.70
zeri,70020i,zeri,70020,34.71,13.70
zeri,70020i,zeri,70017,91.92,12.90
zeri,70020i,zeri,70022,25.92,7.63
zeri,70021,zeri,70018,99.52,68.60
zeri,70021,zeri,70019,99.56,59.20
zeri,70022,zeri,70020i,100.00,7.06
zeri,70027,zeri,70028,79.34,28.90
zeri,70027,zeri,70026,82.18,28.50
zeri,70028,zeri,70026,98.56,54.20
zeri,70028,zeri,70027,100.00,23.50
zeri,70026,zeri,70028,95.60,53.10
zeri,70026,zeri,70027,100.00,23.60
zeri,70031,zeri,70032,99.74,78.00
zeri,70031,zeri,70030,96.20,61.00
zeri,70030,zeri,70031,99.24,58.00
zeri,70030,zeri,70032,99.25,54.50
zeri,70032,zeri,70031,99.89,78.30
zeri,70032,zeri,70030,96.35,56.70
zeri,70037,zeri,70036,99.72,46.70
zeri,70036,zeri,70037,96.35,47.40
zeri,70038,zeri,70039,99.14,50.20
zeri,70039,zeri,70038,99.20,48.20
zeri,70045,zeri,70044,99.78,59.40
zeri,70044,zeri,70045,99.79,61.70
zeri,70046,zeri,70047,100.00,22.70
zeri,70048,zeri,70049,95.29,18.00
zeri,70047,zeri,70046,98.85,25.90
zeri,70049,zeri,70048,98.85,19.20
zeri,70052,zeri,70056,96.38,57.60
zeri,70052,zeri,70055,95.07,54.90
zeri,70052,zeri,70054,97.15,51.80
zeri,70052,zeri,70053,96.81,37.60
zeri,70053,zeri,70054,98.30,59.10
zeri,70053,zeri,70055,97.18,56.30
zeri,70053,zeri,70056,97.34,49.20
zeri,70053,zeri,70052,98.48,39.80
zeri,70054,zeri,70055,99.89,73.30
zeri,70054,zeri,70056,99.01,67.50
zeri,70054,zeri,70053,98.13,57.30
zeri,70054,zeri,70052,99.29,51.00
zeri,70056,zeri,70054,98.45,67.50
zeri,70056,zeri,70055,98.46,64.70
zeri,70056,zeri,70052,98.40,57.30
zeri,70056,zeri,70053,97.48,45.10
zeri,70055,zeri,70054,99.84,75.60
zeri,70055,zeri,70056,99.46,66.40
zeri,70055,zeri,70052,98.97,58.80
zeri,70055,zeri,70053,97.74,57.20
zeri,70057,zeri,70058,96.26,57.60
zeri,70057,zeri,90232,98.11,17.30
zeri,70058,zeri,70057,100.00,55.30
zeri,70058,zeri,90232,98.90,19.20
zeri,70059,zeri,70062,99.02,49.00
zeri,70059,zeri,70060,95.83,27.10
zeri,70059,zeri,70061,100.00,25.10
zeri,70060,zeri,70059,100.00,30.20
zeri,70060,zeri,70062,100.00,24.30
zeri,70060,zeri,70061,100.00,11.40
zeri,70061,zeri,70062,88.90,36.50
zeri,70061,zeri,70059,88.76,29.80
zeri,70061,zeri,70060,81.74,12.90
zeri,70062,zeri,70059,99.35,47.80
zeri,70062,zeri,70061,100.00,34.90
zeri,70062,zeri,70060,94.24,25.50
zeri,70064,zeri,70063,99.45,28.60
zeri,70063,zeri,70064,98.64,26.30
zeri,70065,zeri,70066,99.85,58.80
zeri,70065,frick,392,100.00,50.00
zeri,70065,zeri,70067,98.83,38.80
zeri,70066,zeri,70065,95.99,60.50
zeri,70066,frick,392,100.00,50.20
zeri,70066,zeri,70067,96.19,35.60
zeri,70067,zeri,70065,75.31,36.50
zeri,70067,zeri,70066,76.89,35.70
zeri,70067,frick,392,79.36,26.30
zeri,70071,zeri,70074,99.99,77.60
zeri,70072,zeri,70157,83.06,21.20
zeri,70072,zeri,70158,67.56,15.30
zeri,70072,zeri,70073,18.71,10.20
zeri,70073,zeri,70072,100.00,10.20
zeri,70074,zeri,70071,99.76,77.30
zeri,70075,zeri,70077,96.25,29.40
zeri,70075,zeri,70076,96.67,22.40
zeri,70076,zeri,70077,99.69,76.10
zeri,70076,zeri,70075,96.26,23.50
zeri,70077,zeri,70076,99.81,76.90
zeri,70077,zeri,70075,95.81,28.20
zeri,70078,zeri,70082,94.65,37.60
zeri,70078,zeri,70083,90.32,20.40
zeri,70079,zeri,70080,100.00,68.40
zeri,70080,zeri,70079,97.96,69.70
zeri,70081,zeri,70127,88.47,34.90
zeri,70082,zeri,70083,95.78,41.20
zeri,70082,zeri,70078,99.55,38.40
zeri,70083,zeri,70082,100.00,37.60
zeri,70083,zeri,70078,100.00,23.10
zeri,70086,zeri,70087,100.00,15.30
zeri,70087,zeri,70086,76.81,19.20
zeri,70088,zeri,70089,89.66,33.30
zeri,70089,zeri,70088,100.00,36.90
zeri,70097,zeri,70098,100.00,65.90
zeri,70097,zeri,70095,94.60,38.40
zeri,70095,zeri,70097,100.00,34.50
zeri,70095,zeri,70098,100.00,31.80
zeri,70095,zeri,70096,30.03,14.50
zeri,70096,zeri,70095,97.97,14.90
zeri,70098,zeri,70097,99.66,65.50
zeri,70098,zeri,70095,95.20,31.80
zeri,70101,zeri,70102,97.07,41.60
zeri,70102,zeri,70101,100.00,43.90
zeri,70104,zeri,70105,98.16,34.10
zeri,70105,zeri,70104,99.61,31.00
zeri,70108,zeri,70109,100.00,24.30
zeri,70109,zeri,70108,93.15,24.30
zeri,70114,zeri,70115,98.99,27.10
zeri,70116,zeri,70117,100.00,23.50
zeri,70115,zeri,70114,99.54,26.70
zeri,70117,zeri,70116,76.25,23.90
zeri,70120,zeri,70119,100.00,23.90
zeri,70119,zeri,70120,94.73,27.80
zeri,70121,zeri,70123,99.50,60.00
zeri,70121,zeri,70122,98.09,58.80
zeri,70122,zeri,70123,99.02,69.40
zeri,70122,zeri,70121,99.15,57.60
zeri,70123,zeri,70122,98.87,71.40
zeri,70123,zeri,70121,99.89,61.20
zeri,70124,zeri,70125,100.00,63.90
zeri,70125,zeri,70124,96.60,63.90
zeri,70126,zeri,70130,76.89,25.10
zeri,70127,zeri,70081,100.00,39.60
zeri,70130,zeri,70126,100.00,26.30
zeri,70134,zeri,70403,100.00,11.80
zeri,70135,zeri,70136,100.00,27.50
zeri,70136,zeri,70135,59.16,29.50
zeri,70140,zeri,70141,100.00,27.10
zeri,70141,zeri,70140,81.65,24.70
zeri,70142,zeri,70143,100.00,18.00
zeri,70142,zeri,70144,100.00,13.70
zeri,70144,zeri,70143,99.50,70.20
zeri,70144,zeri,70142,86.67,11.40
zeri,70143,zeri,70144,100.00,71.00
zeri,70143,zeri,70142,87.67,14.90
zeri,70145,zeri,70146,99.60,70.60
zeri,70146,zeri,70145,99.77,69.80
zeri,70149,zeri,70150,99.35,20.80
zeri,70150,zeri,70149,97.75,20.00
zeri,70151,zeri,70152,99.88,26.70
zeri,70152,zeri,70151,84.90,28.00
zeri,70157,zeri,70072,100.00,21.60
zeri,70157,zeri,70158,84.56,13.70
zeri,70158,zeri,70157,100.00,15.30
zeri,70158,zeri,70072,100.00,12.20
zeri,70159,zeri,70160,99.88,55.70
zeri,70160,zeri,70159,100.00,55.30
zeri,70172,zeri,70171,100.00,46.30
zeri,70171,zeri,70172,87.35,47.80
zeri,70173,zeri,70174,100.00,11.80
zeri,70174,zeri,70173,89.17,13.30
zeri,70179,zeri,70180,100.00,76.10
zeri,70180,zeri,70179,99.67,74.90
zeri,70193,frick,10710,89.43,47.80
zeri,70201,zeri,70202,68.29,23.90
zeri,70202,zeri,70201,100.00,22.00
zeri,70204,zeri,70205,100.00,18.00
zeri,70205,zeri,70204,51.67,19.60
zeri,70206,zeri,62319,100.00,46.70
zeri,70206,zeri,62318,100.00,27.10
zeri,70212,zeri,70211,87.09,33.70
zeri,70211,zeri,70212,100.00,37.30
zeri,70214,zeri,70215,100.00,65.50
zeri,70215,zeri,70214,99.08,66.90
zeri,70234,zeri,70235,98.33,42.40
zeri,70235,zeri,70234,81.97,40.40
zeri,70237,zeri,70239,96.81,47.60
zeri,70237,zeri,70238,66.14,13.40
zeri,70238,zeri,70237,100.00,14.50
zeri,70238,zeri,70239,99.71,12.20
zeri,70239,zeri,70237,100.00,46.70
zeri,70239,zeri,70238,68.45,11.00
zeri,70240,zeri,70242,94.30,52.90
zeri,70241,zeri,70243,92.16,53.30
zeri,70242,zeri,70240,99.97,51.80
zeri,70243,zeri,70241,100.00,55.30
zeri,70246,zeri,70250,92.93,20.80
zeri,70246,zeri,70249,90.37,11.80
zeri,70249,zeri,70250,100.00,19.20
zeri,70250,zeri,70249,99.56,20.40
zeri,70250,zeri,70246,100.00,19.20
zeri,70255,zeri,70254,100.00,60.20
zeri,70254,zeri,70255,94.28,60.00
zeri,70259,zeri,70260,100.00,48.60
zeri,70260,zeri,70259,95.96,47.10
zeri,70262,zeri,70263,51.97,14.90
zeri,70263,zeri,70262,97.91,14.90
zeri,70271,zeri,70274,100.00,23.10
zeri,70272,zeri,70273,100.00,34.50
zeri,70273,zeri,70272,89.44,32.20
zeri,70276,zeri,70275,96.99,30.60
zeri,70276,zeri,70277,96.23,22.40
zeri,70276,zeri,70278,96.40,21.60
zeri,70275,zeri,70278,97.58,35.30
zeri,70275,zeri,70276,99.61,32.90
zeri,70275,zeri,70277,97.89,31.40
zeri,70274,zeri,70271,83.68,22.70
zeri,70280,zeri,70279,100.00,16.90
zeri,70278,zeri,70277,99.96,79.60
zeri,70278,zeri,70275,99.64,36.50
zeri,70278,zeri,70276,100.00,27.80
zeri,70277,zeri,70278,99.90,78.00
zeri,70277,zeri,70275,99.82,31.00
zeri,70277,zeri,70276,100.00,26.30
zeri,70279,zeri,70280,48.65,22.00
zeri,70296,zeri,70396,97.51,52.90
zeri,70294,frick,8543,45.56,12.60
zeri,70298,zeri,70299,100.00,43.90
zeri,70299,zeri,70298,91.80,39.60
zeri,70304,zeri,70303,99.96,54.50
zeri,70303,zeri,70304,99.88,54.70
zeri,70303,zeri,70305,100.00,15.40
zeri,70305,zeri,70303,99.86,14.10
zeri,70309,frick,10698,96.77,12.90
zeri,70313,zeri,70314,35.91,21.20
zeri,70314,zeri,70313,100.00,20.40
zeri,70316,frick,10456,97.71,44.30
zeri,70317,zeri,70319,34.35,11.40
zeri,70318,zeri,70317,98.61,8.03
zeri,70319,zeri,70317,100.00,12.20
zeri,70321,zeri,70323,99.78,73.30
zeri,70321,zeri,70322,99.75,68.60
zeri,70321,zeri,70324,100.00,38.40
zeri,70321,zeri,70325,100.00,21.20
zeri,70321,zeri,60339,100.00,20.00
zeri,70322,zeri,70323,100.00,73.70
zeri,70322,zeri,70321,99.32,69.40
zeri,70322,zeri,70324,100.00,31.00
zeri,70322,zeri,70325,100.00,20.00
zeri,70322,zeri,60339,100.00,18.00
zeri,70323,zeri,70322,99.22,74.50
zeri,70323,zeri,70321,98.55,72.50
zeri,70323,zeri,70324,100.00,27.10
zeri,70323,zeri,60339,100.00,21.20
zeri,70323,zeri,70325,100.00,19.60
zeri,70324,zeri,70321,97.09,38.80
zeri,70324,zeri,70322,98.20,31.40
zeri,70324,zeri,70323,99.05,28.20
zeri,70324,zeri,70325,100.00,16.50
zeri,70324,zeri,60339,100.00,12.90
zeri,70325,zeri,60339,99.92,67.80
zeri,70325,zeri,70323,80.94,22.70
zeri,70325,zeri,70322,80.09,21.60
zeri,70325,zeri,70321,79.02,19.60
zeri,70325,zeri,70324,83.95,18.80
zeri,70331,zeri,70332,100.00,25.90
zeri,70333,zeri,67007,100.00,58.40
zeri,70333,zeri,67005,100.00,42.00
zeri,70332,zeri,70331,51.00,29.40
zeri,70332,frick,8551,86.44,18.80
zeri,70334,zeri,70335,96.92,18.20
zeri,70335,zeri,70334,95.11,17.60
zeri,70337,zeri,70338,100.00,33.70
zeri,70339,frick,12725,98.59,70.20
zeri,70338,zeri,70337,60.66,33.20
zeri,70343,zeri,70342,99.89,57.90
zeri,70342,zeri,70343,95.50,57.90
zeri,70347,zeri,70348,100.00,45.90
zeri,70348,zeri,70347,91.32,45.90
zeri,70351,zeri,70353,98.89,30.20
zeri,70351,zeri,70352,100.00,25.90
zeri,70353,zeri,70351,100.00,28.70
zeri,70353,zeri,70352,99.00,24.40
zeri,70352,zeri,70351,98.04,24.70
zeri,70352,zeri,70353,94.88,20.00
zeri,70355,zeri,70356,100.00,19.20
zeri,70355,zeri,57121,100.00,16.10
zeri,70356,zeri,57121,100.00,65.70
zeri,70356,zeri,70355,65.97,19.70
zeri,70358,zeri,70359,100.00,17.60
zeri,70359,zeri,70358,76.99,17.50
zeri,70364,zeri,70366,99.92,80.40
zeri,70364,zeri,70365,100.00,51.40
zeri,70365,zeri,70366,99.59,52.90
zeri,70365,zeri,70364,99.55,51.00
zeri,70366,zeri,70364,99.96,81.60
zeri,70366,zeri,70365,100.00,54.10
zeri,70368,zeri,70370,99.25,76.10
zeri,70368,zeri,70369,98.95,23.10
zeri,70369,zeri,70368,99.80,25.10
zeri,70369,zeri,70370,99.52,24.30
zeri,70370,zeri,70368,99.81,76.90
zeri,70370,zeri,70369,99.04,23.90
zeri,70371,zeri,70372,100.00,63.10
zeri,70372,zeri,70371,99.40,67.10
zeri,70375,zeri,70374,85.42,21.30
zeri,70375,zeri,70376,54.29,16.90
zeri,70374,zeri,70375,100.00,20.00
zeri,70374,zeri,70376,63.19,9.80
